16,0,6,0,0
270,1,146,8,0
74,3,28,1,0
270,1,89,11,0
90,0,17,0,2
123,3,19,1,0
40,3,8,0,0
38,0,18,1,0
270,2,94,4,0
262,0,104,3,0
270,0,158,8,0
180,0,30,0,12
255,3,68,3,0
1,0,1,0,0
15,1,3,0,0
269,1,79,4,0
